Gene Set	Basal	Her2	LumA	LumB	Average p-value
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.99	0.98	1.00	0.93	0.975
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.92	0.99	1.00	0.99	0.975
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	1.00	0.90	1.00	1.00	0.975
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	1.00	0.91	0.99	1.00	0.975
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.99	0.99	0.99	0.93	0.975
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	1.00	0.93	1.00	0.97	0.975
PID_NFKAPPABATYPICALPATHWAY	0.99	0.92	1.00	0.99	0.975
REACTOME_CELL_CYCLE_MITOTIC	1.00	1.00	0.92	0.98	0.975
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.98	0.98	0.95	0.99	0.975
PID_SMAD2_3PATHWAY	0.98	0.95	0.98	0.99	0.975
KEGG_HUNTINGTONS_DISEASE	0.94	1.00	1.00	0.96	0.975
SA_PTEN_PATHWAY	1.00	0.99	0.98	0.93	0.975
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	1.00	0.97	0.95	0.99	0.9775
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.98	0.98	0.95	1.00	0.9775
REACTOME_INTEGRATION_OF_PROVIRUS	0.96	0.99	0.96	1.00	0.9775
BIOCARTA_RAC1_PATHWAY	0.99	0.93	1.00	0.99	0.9775
REACTOME_HIV_INFECTION	1.00	0.93	1.00	0.98	0.9775
KEGG_OXIDATIVE_PHOSPHORYLATION	1.00	0.98	0.95	0.98	0.9775
BIOCARTA_MET_PATHWAY	0.98	0.98	0.96	0.99	0.9775
ST_STAT3_PATHWAY	0.98	0.94	1.00	0.99	0.9775
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	1.00	0.98	1.00	0.93	0.9775
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	0.98	0.96	0.99	0.99	0.98
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.99	0.99	0.99	0.95	0.98
PID_EPHA2_FWDPATHWAY	1.00	0.92	1.00	1.00	0.98
BIOCARTA_DNAFRAGMENT_PATHWAY	1.00	0.94	0.99	0.99	0.98
REACTOME_ERK_MAPK_TARGETS	1.00	0.93	1.00	0.99	0.98
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.95	0.99	0.99	0.99	0.98
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	1.00	1.00	1.00	0.92	0.98
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.98	0.99	0.96	0.99	0.98
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	1.00	0.93	1.00	0.99	0.98
KEGG_DNA_REPLICATION	1.00	0.92	1.00	1.00	0.98
PID_FANCONI_PATHWAY	0.98	0.99	0.96	0.99	0.98
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	1.00	0.92	1.00	1.00	0.98
PID_IL2_PI3KPATHWAY	1.00	0.98	1.00	0.95	0.9825
KEGG_LYSOSOME	1.00	0.95	0.98	1.00	0.9825
PID_PLK1_PATHWAY	1.00	1.00	1.00	0.93	0.9825
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	1.00	0.94	1.00	0.99	0.9825
KEGG_OTHER_GLYCAN_DEGRADATION	0.96	0.99	0.99	0.99	0.9825
BIOCARTA_BAD_PATHWAY	1.00	0.98	0.96	0.99	0.9825
BIOCARTA_IL2RB_PATHWAY	1.00	1.00	1.00	0.93	0.9825
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	1.00	0.94	1.00	0.99	0.9825
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.97	1.00	1.00	0.96	0.9825
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	1.00	0.98	0.96	0.99	0.9825
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	0.98	0.98	0.98	0.99	0.9825
REACTOME_POL_SWITCHING	1.00	0.94	1.00	0.99	0.9825
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	1.00	0.94	1.00	0.99	0.9825
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1.00	0.98	0.97	0.99	0.985
KEGG_NON_HOMOLOGOUS_END_JOINING	0.96	0.99	1.00	0.99	0.985
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	1.00	0.99	1.00	0.95	0.985
BIOCARTA_AKT_PATHWAY	1.00	0.94	1.00	1.00	0.985
REACTOME_RNA_POL_III_CHAIN_ELONGATION	1.00	0.99	1.00	0.95	0.985
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	1.00	1.00	0.94	1.00	0.985
REACTOME_MTORC1_MEDIATED_SIGNALLING	1.00	0.98	0.97	0.99	0.985
REACTOME_METABOLISM_OF_MRNA	1.00	1.00	1.00	0.95	0.9875
BIOCARTA_HIF_PATHWAY	1.00	0.96	1.00	0.99	0.9875
REACTOME_METABOLISM_OF_PORPHYRINS	1.00	0.98	0.98	0.99	0.9875
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	0.99	0.97	1.00	0.99	0.9875
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.99	0.98	1.00	0.98	0.9875
PID_CDC42_PATHWAY	1.00	0.95	1.00	1.00	0.9875
BIOCARTA_RAB_PATHWAY	0.98	0.99	0.99	0.99	0.9875
BIOCARTA_EIF_PATHWAY	1.00	0.97	0.99	0.99	0.9875
BIOCARTA_CTCF_PATHWAY	0.96	1.00	1.00	0.99	0.9875
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.99	1.00	1.00	0.97	0.99
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	1.00	0.97	0.99	1.00	0.99
BIOCARTA_PTC1_PATHWAY	1.00	0.97	1.00	0.99	0.99
PID_MAPKTRKPATHWAY	0.97	1.00	1.00	0.99	0.99
KEGG_LYSINE_DEGRADATION	1.00	1.00	0.96	1.00	0.99
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	1.00	0.97	0.99	1.00	0.99
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.97	1.00	1.00	0.99	0.99
REACTOME_RNA_POL_II_TRANSCRIPTION	1.00	0.96	1.00	1.00	0.99
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.98	0.99	1.00	0.99	0.99
PID_RANBP2PATHWAY	1.00	0.98	1.00	0.99	0.9925
BIOCARTA_GLEEVEC_PATHWAY	1.00	0.97	1.00	1.00	0.9925
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.99	0.99	0.99	1.00	0.9925
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.99	0.99	0.99	1.00	0.9925
BIOCARTA_EIF2_PATHWAY	1.00	0.99	0.99	0.99	0.9925
REACTOME_EGFR_DOWNREGULATION	0.99	0.99	1.00	0.99	0.9925
REACTOME_ELONGATION_ARREST_AND_RECOVERY	1.00	0.98	1.00	0.99	0.9925
REACTOME_TRNA_AMINOACYLATION	1.00	0.97	1.00	1.00	0.9925
REACTOME_MRNA_PROCESSING	0.99	1.00	0.98	1.00	0.9925
REACTOME_DNA_REPAIR	1.00	0.97	1.00	1.00	0.9925
BIOCARTA_ECM_PATHWAY	0.99	0.99	1.00	0.99	0.9925
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	1.00	0.97	1.00	1.00	0.9925
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	1.00	0.98	1.00	0.99	0.9925
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	1.00	0.97	1.00	1.00	0.9925
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	0.99	0.99	0.99	1.00	0.9925
BIOCARTA_HCMV_PATHWAY	0.99	0.99	0.99	1.00	0.9925
BIOCARTA_RAS_PATHWAY	0.99	0.99	0.99	1.00	0.9925
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	1.00	0.98	0.99	1.00	0.9925
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.99	0.99	1.00	0.99	0.9925
KEGG_BASE_EXCISION_REPAIR	1.00	0.98	1.00	0.99	0.9925
PID_PI3KCIAKTPATHWAY	1.00	0.98	1.00	0.99	0.9925
SIG_CHEMOTAXIS	1.00	1.00	1.00	0.97	0.9925
PID_ATM_PATHWAY	1.00	0.99	1.00	0.99	0.995
BIOCARTA_CD40_PATHWAY	1.00	0.99	1.00	0.99	0.995
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	0.99	0.99	1.00	1.00	0.995
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	1.00	0.99	1.00	0.99	0.995
PID_WNT_NONCANONICAL_PATHWAY	0.99	0.99	1.00	1.00	0.995
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	0.99	0.99	1.00	1.00	0.995
REACTOME_COPI_MEDIATED_TRANSPORT	1.00	0.99	1.00	0.99	0.995
REACTOME_RNA_POL_III_TRANSCRIPTION	1.00	0.99	1.00	0.99	0.995
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	1.00	0.99	1.00	0.99	0.995
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	1.00	0.99	0.99	1.00	0.995
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.99	0.99	1.00	1.00	0.995
BIOCARTA_IGF1_PATHWAY	0.99	0.99	1.00	1.00	0.995
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	1.00	0.99	1.00	0.99	0.995
BIOCARTA_MAPK_PATHWAY	0.98	1.00	1.00	1.00	0.995
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	1.00	0.99	1.00	0.99	0.995
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	1.00	1.00	1.00	0.98	0.995
REACTOME_METABOLISM_OF_PROTEINS	1.00	1.00	0.98	1.00	0.995
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	1.00	0.99	1.00	0.99	0.995
BIOCARTA_EGF_PATHWAY	1.00	0.99	1.00	0.99	0.995
ST_P38_MAPK_PATHWAY	1.00	0.99	1.00	0.99	0.995
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.99	0.99	1.00	1.00	0.995
KEGG_PROPANOATE_METABOLISM	1.00	0.99	0.99	1.00	0.995
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	0.99	0.99	1.00	1.00	0.995
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	1.00	0.99	1.00	0.99	0.995
REACTOME_METABOLISM_OF_POLYAMINES	1.00	0.98	1.00	1.00	0.995
REACTOME_NEPHRIN_INTERACTIONS	1.00	0.99	1.00	0.99	0.995
KEGG_NOTCH_SIGNALING_PATHWAY	1.00	0.99	1.00	0.99	0.995
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	1.00	0.98	1.00	1.00	0.995
REACTOME_MRNA_3_END_PROCESSING	1.00	0.99	1.00	1.00	0.9975
BIOCARTA_IGF1MTOR_PATHWAY	1.00	0.99	1.00	1.00	0.9975
REACTOME_METABOLISM_OF_NON_CODING_RNA	1.00	1.00	1.00	0.99	0.9975
ST_JNK_MAPK_PATHWAY	1.00	1.00	1.00	0.99	0.9975
REACTOME_DEADENYLATION_OF_MRNA	1.00	0.99	1.00	1.00	0.9975
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	1.00	0.99	1.00	1.00	0.9975
REACTOME_SIGNALING_BY_BMP	1.00	0.99	1.00	1.00	0.9975
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	1.00	1.00	1.00	0.99	0.9975
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	1.00	1.00	1.00	0.99	0.9975
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	1.00	1.00	1.00	0.99	0.9975
ST_ERK1_ERK2_MAPK_PATHWAY	1.00	0.99	1.00	1.00	0.9975
BIOCARTA_P38MAPK_PATHWAY	1.00	1.00	1.00	0.99	0.9975
REACTOME_SIGNALING_BY_HIPPO	1.00	0.99	1.00	1.00	0.9975
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	1.00	0.99	1.00	1.00	0.9975
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	1.00	0.99	1.00	1.00	0.9975
PID_P38_MKK3_6PATHWAY	1.00	0.99	1.00	1.00	0.9975
KEGG_N_GLYCAN_BIOSYNTHESIS	1.00	1.00	1.00	0.99	0.9975
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1.00	0.99	1.00	1.00	0.9975
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	1.00	0.99	1.00	1.00	0.9975
BIOCARTA_IL4_PATHWAY	1.00	0.99	1.00	1.00	0.9975
REACTOME_METABOLISM_OF_RNA	1.00	1.00	1.00	0.99	0.9975
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	1.00	1.00	1.00	0.99	0.9975
BIOCARTA_EIF4_PATHWAY	1.00	0.99	1.00	1.00	0.9975
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1.00	1.00	1.00	0.99	0.9975
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	1.00	0.99	1.00	1.00	0.9975
KEGG_ALZHEIMERS_DISEASE	1.00	1.00	1.00	0.99	0.9975
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	1.00	0.99	1.00	1.00	0.9975
BIOCARTA_PROTEASOME_PATHWAY	1.00	1.00	1.00	0.99	0.9975
BIOCARTA_IL6_PATHWAY	1.00	0.99	1.00	1.00	0.9975
KEGG_PROTEIN_EXPORT	1.00	0.99	1.00	1.00	0.9975
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	1.00	1.00	1.00	0.99	0.9975
SA_G2_AND_M_PHASES	1.00	0.99	1.00	1.00	0.9975
BIOCARTA_PDGF_PATHWAY	1.00	1.00	1.00	0.99	0.9975
REACTOME_INFLUENZA_LIFE_CYCLE	1.00	1.00	1.00	1.00	1.0
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	1.00	1.00	1.00	1.00	1.0
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	1.00	1.00	1.00	1.00	1.0
PID_MYC_ACTIVPATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_DNA_REPLICATION	1.00	1.00	1.00	1.00	1.0
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	1.00	1.00	1.00	1.00	1.0
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	1.00	1.00	1.00	1.00	1.0
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	1.00	1.00	1.00	1.00	1.0
REACTOME_PEPTIDE_CHAIN_ELONGATION	1.00	1.00	1.00	1.00	1.0
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.00	1.00	1.00	1.00	1.0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	1.00	1.00	1.00	1.00	1.0
REACTOME_HIV_LIFE_CYCLE	1.00	1.00	1.00	1.00	1.0
REACTOME_TRANSLATION	1.00	1.00	1.00	1.00	1.0
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	1.00	1.00	1.00	1.00	1.0
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	1.00	1.00	1.00	1.00	1.0
PID_TGFBRPATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_MITOTIC_PROMETAPHASE	1.00	1.00	1.00	1.00	1.0
PID_ERBB1_DOWNSTREAM_PATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	1.00	1.00	1.00	1.00	1.0
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	1.00	1.00	1.00	1.00	1.0
BIOCARTA_TFF_PATHWAY	1.00	1.00	1.00	1.00	1.0
KEGG_RIBOSOME	1.00	1.00	1.00	1.00	1.0
REACTOME_MITOTIC_M_M_G1_PHASES	1.00	1.00	1.00	1.00	1.0
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	1.00	1.00	1.00	1.00	1.0
REACTOME_TRANSCRIPTION	1.00	1.00	1.00	1.00	1.0
KEGG_SPLICEOSOME	1.00	1.00	1.00	1.00	1.0
REACTOME_MRNA_SPLICING	1.00	1.00	1.00	1.00	1.0
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	1.00	1.00	1.00	1.00	1.0
