Gene Set	Basal	Her2	LumA	LumB	Average p-value
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.92	0.99	0.94	0.67	0.88
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.98	0.98	1.00	0.56	0.88
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	0.96	0.80	1.00	0.77	0.8825
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.86	0.99	0.95	0.73	0.8825
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.98	0.84	0.91	0.80	0.8825
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.96	0.93	0.66	0.98	0.8825
BIOCARTA_GPCR_PATHWAY	0.91	0.99	0.98	0.65	0.8825
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.96	0.87	0.84	0.86	0.8825
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.91	0.82	1.00	0.80	0.8825
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.83	0.80	1.00	0.90	0.8825
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.97	0.64	0.98	0.94	0.8825
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.93	0.87	0.95	0.79	0.885
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	0.97	0.89	0.93	0.75	0.885
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	1.00	0.56	1.00	0.98	0.885
BIOCARTA_CTLA4_PATHWAY	0.91	0.98	0.92	0.73	0.885
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	0.68	0.98	0.94	0.94	0.885
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1.00	1.00	1.00	0.54	0.885
BIOCARTA_TID_PATHWAY	0.94	0.87	0.99	0.75	0.8875
PID_INTEGRIN2_PATHWAY	0.99	1.00	0.94	0.62	0.8875
BIOCARTA_HSP27_PATHWAY	1.00	0.80	1.00	0.75	0.8875
REACTOME_GPCR_LIGAND_BINDING	0.64	0.91	1.00	1.00	0.8875
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.98	0.65	1.00	0.92	0.8875
REACTOME_MEIOTIC_SYNAPSIS	0.98	0.58	1.00	1.00	0.89
PID_RANBP2PATHWAY	0.93	0.71	0.94	0.99	0.8925
BIOCARTA_RHO_PATHWAY	0.91	0.90	0.86	0.90	0.8925
REACTOME_SOS_MEDIATED_SIGNALLING	1.00	0.87	0.94	0.77	0.895
KEGG_ARACHIDONIC_ACID_METABOLISM	1.00	0.80	0.84	0.94	0.895
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.99	0.86	0.84	0.90	0.8975
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.92	0.91	0.91	0.85	0.8975
REACTOME_TRYPTOPHAN_CATABOLISM	0.97	0.88	1.00	0.75	0.9
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.82	0.91	0.94	0.93	0.9
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.85	1.00	1.00	0.76	0.9025
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.99	0.68	0.95	0.99	0.9025
PID_CDC42_PATHWAY	0.93	0.85	0.94	0.89	0.9025
PID_THROMBIN_PAR4_PATHWAY	0.90	0.94	0.87	0.90	0.9025
BIOCARTA_FIBRINOLYSIS_PATHWAY	0.87	0.88	0.95	0.92	0.905
BIOCARTA_PLCE_PATHWAY	0.95	0.91	0.97	0.79	0.905
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.92	0.78	0.99	0.94	0.9075
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.98	0.82	0.98	0.85	0.9075
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	1.00	0.98	1.00	0.65	0.9075
REACTOME_INFLAMMASOMES	0.92	0.97	0.95	0.79	0.9075
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.91	0.99	0.83	0.90	0.9075
REACTOME_SYNTHESIS_OF_PC	1.00	0.82	0.89	0.93	0.91
REACTOME_SIGNALING_BY_HIPPO	0.97	0.87	1.00	0.80	0.91
BIOCARTA_SHH_PATHWAY	0.97	0.88	1.00	0.79	0.91
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	0.76	0.95	0.95	0.99	0.9125
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.99	0.84	1.00	0.82	0.9125
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.98	0.78	0.98	0.92	0.915
REACTOME_SHC_RELATED_EVENTS	1.00	0.93	0.94	0.79	0.915
REACTOME_HS_GAG_DEGRADATION	1.00	0.88	0.98	0.80	0.915
BIOCARTA_MONOCYTE_PATHWAY	1.00	0.96	1.00	0.70	0.915
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	0.97	0.95	0.95	0.79	0.915
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	1.00	0.76	1.00	0.90	0.915
REACTOME_NETRIN1_SIGNALING	0.96	0.74	0.99	0.97	0.915
BIOCARTA_TCYTOTOXIC_PATHWAY	1.00	0.98	0.95	0.74	0.9175
BIOCARTA_TNFR1_PATHWAY	0.83	1.00	0.94	0.90	0.9175
REACTOME_DEFENSINS	1.00	0.80	0.95	0.92	0.9175
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	0.98	0.82	0.95	0.92	0.9175
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	1.00	0.85	1.00	0.82	0.9175
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.99	0.87	0.83	0.98	0.9175
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.77	0.96	0.95	0.99	0.9175
BIOCARTA_AKAP13_PATHWAY	0.97	0.98	0.99	0.75	0.9225
BIOCARTA_EIF_PATHWAY	1.00	0.87	0.97	0.85	0.9225
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.96	0.90	0.98	0.86	0.925
PID_INTEGRIN4_PATHWAY	1.00	0.81	1.00	0.90	0.9275
PID_TRAIL_PATHWAY	0.96	0.92	1.00	0.84	0.93
KEGG_DNA_REPLICATION	1.00	0.82	0.99	0.91	0.93
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	0.97	0.80	0.97	0.99	0.9325
BIOCARTA_PML_PATHWAY	0.97	0.76	1.00	1.00	0.9325
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	0.97	0.90	1.00	0.86	0.9325
REACTOME_SYNTHESIS_OF_PA	0.98	0.87	0.91	0.97	0.9325
BIOCARTA_NKCELLS_PATHWAY	0.89	0.95	0.95	0.94	0.9325
REACTOME_SEROTONIN_RECEPTORS	0.92	0.95	0.95	0.92	0.935
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.96	0.82	0.98	0.98	0.935
KEGG_LINOLEIC_ACID_METABOLISM	1.00	0.79	1.00	0.95	0.935
BIOCARTA_FAS_PATHWAY	0.96	1.00	1.00	0.78	0.935
REACTOME_METABOLISM_OF_POLYAMINES	1.00	0.86	0.98	0.90	0.935
REACTOME_LAGGING_STRAND_SYNTHESIS	0.98	0.98	1.00	0.79	0.9375
KEGG_RIBOFLAVIN_METABOLISM	1.00	0.98	1.00	0.77	0.9375
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	0.98	0.98	1.00	0.79	0.9375
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	0.91	0.90	0.99	0.95	0.9375
BIOCARTA_CDC42RAC_PATHWAY	0.96	0.95	0.95	0.90	0.94
BIOCARTA_THELPER_PATHWAY	1.00	0.99	1.00	0.77	0.94
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	1.00	0.97	1.00	0.79	0.94
REACTOME_SIGNALING_BY_NOTCH2	1.00	0.99	1.00	0.77	0.94
KEGG_TASTE_TRANSDUCTION	0.91	0.99	1.00	0.86	0.94
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.98	0.81	0.99	0.99	0.9425
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.92	1.00	0.98	0.87	0.9425
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	1.00	0.95	1.00	0.83	0.945
SA_CASPASE_CASCADE	1.00	0.91	0.91	0.96	0.945
REACTOME_PURINE_METABOLISM	1.00	0.93	0.99	0.87	0.9475
REACTOME_RNA_POL_I_PROMOTER_OPENING	1.00	0.79	1.00	1.00	0.9475
KEGG_FATTY_ACID_METABOLISM	0.94	1.00	0.98	0.87	0.9475
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	1.00	0.92	0.99	0.88	0.9475
SIG_CHEMOTAXIS	0.94	0.93	1.00	0.92	0.9475
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.98	1.00	0.98	0.84	0.95
BIOCARTA_CACAM_PATHWAY	0.92	0.95	0.94	0.99	0.95
PID_P75NTRPATHWAY	1.00	0.99	0.90	0.91	0.95
REACTOME_ACTIVATION_OF_RAC	0.98	0.96	0.94	0.92	0.95
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	1.00	0.81	1.00	0.99	0.95
REACTOME_XENOBIOTICS	1.00	0.80	1.00	1.00	0.95
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	0.98	0.93	1.00	0.90	0.9525
REACTOME_ENDOGENOUS_STEROLS	1.00	0.82	1.00	0.99	0.9525
REACTOME_COMPLEMENT_CASCADE	0.98	0.88	0.99	0.96	0.9525
BIOCARTA_EXTRINSIC_PATHWAY	0.91	0.98	1.00	0.92	0.9525
BIOCARTA_AMI_PATHWAY	0.89	0.99	1.00	0.93	0.9525
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	1.00	0.98	1.00	0.84	0.955
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.91	0.93	1.00	0.98	0.955
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	1.00	1.00	1.00	0.82	0.955
REACTOME_HS_GAG_BIOSYNTHESIS	0.96	1.00	1.00	0.86	0.955
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.89	0.96	1.00	0.97	0.955
BIOCARTA_D4GDI_PATHWAY	1.00	1.00	0.98	0.84	0.955
BIOCARTA_ACE2_PATHWAY	1.00	0.99	1.00	0.84	0.9575
PID_WNT_CANONICAL_PATHWAY	0.96	0.95	0.93	1.00	0.96
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	1.00	0.98	1.00	0.86	0.96
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	1.00	0.91	1.00	0.93	0.96
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.96	1.00	1.00	0.88	0.96
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	1.00	0.99	0.96	0.89	0.96
KEGG_SULFUR_METABOLISM	0.87	0.98	1.00	0.99	0.96
BIOCARTA_RAB_PATHWAY	1.00	0.99	1.00	0.86	0.9625
KEGG_PRIMARY_IMMUNODEFICIENCY	0.97	1.00	0.98	0.90	0.9625
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.96	0.99	0.92	0.99	0.965
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.93	0.99	0.99	0.95	0.965
ST_GAQ_PATHWAY	0.98	0.91	0.98	0.99	0.965
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.94	0.99	0.97	0.96	0.965
BIOCARTA_ACTINY_PATHWAY	0.98	0.95	1.00	0.94	0.9675
BIOCARTA_PROTEASOME_PATHWAY	1.00	0.92	1.00	0.95	0.9675
REACTOME_AMYLOIDS	1.00	1.00	1.00	0.87	0.9675
REACTOME_SIGNALING_BY_NOTCH4	1.00	0.98	1.00	0.90	0.97
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1.00	0.88	1.00	1.00	0.97
BIOCARTA_ALK_PATHWAY	0.94	0.97	0.99	0.98	0.97
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.94	1.00	1.00	0.94	0.97
REACTOME_BETA_DEFENSINS	1.00	0.89	1.00	0.99	0.97
KEGG_GRAFT_VERSUS_HOST_DISEASE	1.00	0.99	1.00	0.90	0.9725
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	1.00	0.96	1.00	0.93	0.9725
REACTOME_OPSINS	0.99	0.90	1.00	1.00	0.9725
REACTOME_GLYCOPROTEIN_HORMONES	0.97	0.99	1.00	0.94	0.975
REACTOME_SIGNALING_BY_NOTCH3	1.00	0.98	1.00	0.92	0.975
REACTOME_COLLAGEN_FORMATION	1.00	0.95	1.00	0.95	0.975
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	1.00	0.92	1.00	0.98	0.975
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.97	0.99	0.94	1.00	0.975
BIOCARTA_LAIR_PATHWAY	0.98	0.98	0.97	0.97	0.975
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.93	0.98	1.00	0.99	0.975
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	1.00	0.99	1.00	0.91	0.975
REACTOME_GLUCURONIDATION	1.00	0.92	1.00	0.99	0.9775
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	1.00	0.93	0.99	0.99	0.9775
REACTOME_SIGNAL_ATTENUATION	1.00	0.98	0.95	0.98	0.9775
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	1.00	0.91	1.00	1.00	0.9775
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	1.00	0.97	0.99	0.95	0.9775
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	1.00	0.98	1.00	0.94	0.98
REACTOME_POL_SWITCHING	1.00	0.98	1.00	0.94	0.98
BIOCARTA_SALMONELLA_PATHWAY	1.00	0.99	1.00	0.94	0.9825
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.96	0.99	1.00	0.98	0.9825
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.00	1.00	1.00	0.93	0.9825
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	1.00	0.99	1.00	0.94	0.9825
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.96	1.00	0.99	0.98	0.9825
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	1.00	0.95	1.00	0.99	0.985
REACTOME_OLFACTORY_SIGNALING_PATHWAY	1.00	1.00	1.00	0.94	0.985
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.94	1.00	1.00	1.00	0.985
KEGG_OLFACTORY_TRANSDUCTION	1.00	1.00	1.00	0.94	0.985
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	1.00	0.95	1.00	0.99	0.985
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	1.00	0.94	1.00	1.00	0.985
REACTOME_ION_CHANNEL_TRANSPORT	0.97	1.00	1.00	0.98	0.9875
REACTOME_GABA_A_RECEPTOR_ACTIVATION	1.00	0.98	0.98	0.99	0.9875
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	0.98	0.99	0.99	0.99	0.9875
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	1.00	0.97	1.00	0.98	0.9875
BIOCARTA_COMP_PATHWAY	1.00	0.95	1.00	1.00	0.9875
BIOCARTA_CLASSIC_PATHWAY	1.00	0.99	1.00	0.98	0.9925
BIOCARTA_PLATELETAPP_PATHWAY	1.00	0.98	1.00	0.99	0.9925
BIOCARTA_INTRINSIC_PATHWAY	0.97	1.00	1.00	1.00	0.9925
REACTOME_P2Y_RECEPTORS	1.00	0.98	1.00	0.99	0.9925
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1.00	0.98	1.00	1.00	0.995
KEGG_RETINOL_METABOLISM	1.00	0.99	1.00	0.99	0.995
KEGG_TYPE_I_DIABETES_MELLITUS	1.00	1.00	1.00	0.98	0.995
REACTOME_COMMON_PATHWAY	1.00	0.99	1.00	0.99	0.995
REACTOME_INTRINSIC_PATHWAY	1.00	0.99	1.00	0.99	0.995
SA_MMP_CYTOKINE_CONNECTION	1.00	1.00	1.00	0.99	0.9975
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	1.00	0.99	1.00	1.00	0.9975
REACTOME_BIOLOGICAL_OXIDATIONS	1.00	0.99	1.00	1.00	0.9975
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	1.00	1.00	1.00	0.99	0.9975
REACTOME_PACKAGING_OF_TELOMERE_ENDS	1.00	1.00	1.00	1.00	1.0
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	1.00	1.00	1.00	1.00	1.0
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	1.00	1.00	1.00	1.00	1.0
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	1.00	1.00	1.00	1.00	1.0
REACTOME_TELOMERE_MAINTENANCE	1.00	1.00	1.00	1.00	1.0
REACTOME_PHASE_II_CONJUGATION	1.00	1.00	1.00	1.00	1.0
