Gene Set	Basal	Her2	LumA	LumB	Average p-value
BIOCARTA_CDC42RAC_PATHWAY	1.00	0.95	0.98	0.95	0.97
BIOCARTA_PML_PATHWAY	0.91	1.00	0.98	0.99	0.97
PID_CONE_PATHWAY	1.00	0.97	0.98	0.93	0.97
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.99	0.91	0.98	1.00	0.97
BIOCARTA_IL3_PATHWAY	1.00	1.00	0.98	0.90	0.97
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	1.00	1.00	0.98	0.90	0.97
REACTOME_LIPOPROTEIN_METABOLISM	1.00	0.89	1.00	0.99	0.97
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	1.00	1.00	1.00	0.89	0.9725
REACTOME_PYRIMIDINE_CATABOLISM	1.00	0.89	1.00	1.00	0.9725
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	1.00	0.91	0.98	1.00	0.9725
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	0.99	1.00	0.91	0.99	0.9725
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.93	1.00	1.00	0.96	0.9725
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.96	0.93	1.00	1.00	0.9725
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.99	0.93	0.98	0.99	0.9725
BIOCARTA_D4GDI_PATHWAY	1.00	0.98	0.91	1.00	0.9725
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	1.00	0.95	1.00	0.94	0.9725
REACTOME_METABOLISM_OF_MRNA	1.00	0.90	1.00	1.00	0.975
REACTOME_ETHANOL_OXIDATION	0.99	0.98	0.97	0.96	0.975
BIOCARTA_NFAT_PATHWAY	0.99	0.95	0.99	0.97	0.975
REACTOME_CD28_CO_STIMULATION	0.99	0.95	1.00	0.96	0.975
BIOCARTA_INTEGRIN_PATHWAY	1.00	1.00	1.00	0.90	0.975
PID_IL23PATHWAY	1.00	0.99	0.99	0.92	0.975
REACTOME_SIGNALING_BY_NOTCH2	1.00	0.98	0.98	0.94	0.975
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	1.00	0.99	1.00	0.91	0.975
REACTOME_ARMS_MEDIATED_ACTIVATION	1.00	0.98	0.96	0.96	0.975
PID_TCRCALCIUMPATHWAY	1.00	0.99	1.00	0.91	0.975
PID_RANBP2PATHWAY	1.00	0.98	0.98	0.95	0.9775
BIOCARTA_CACAM_PATHWAY	1.00	0.93	0.98	1.00	0.9775
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	1.00	0.98	0.98	0.95	0.9775
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	1.00	0.96	0.98	0.97	0.9775
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.97	1.00	0.94	1.00	0.9775
BIOCARTA_TCR_PATHWAY	0.99	0.99	0.98	0.95	0.9775
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	0.97	0.94	1.00	1.00	0.9775
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	1.00	0.95	0.96	1.00	0.9775
BIOCARTA_PLCE_PATHWAY	0.91	1.00	1.00	1.00	0.9775
KEGG_CIRCADIAN_RHYTHM_MAMMAL	1.00	1.00	0.93	0.98	0.9775
KEGG_LEISHMANIA_INFECTION	0.95	1.00	0.99	0.97	0.9775
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	1.00	0.93	0.99	0.99	0.9775
BIOCARTA_CD40_PATHWAY	0.97	1.00	0.96	0.99	0.98
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	1.00	0.98	0.94	1.00	0.98
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	1.00	0.96	1.00	0.96	0.98
PID_SYNDECAN_2_PATHWAY	0.99	1.00	0.99	0.94	0.98
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	0.99	1.00	0.98	0.95	0.98
BIOCARTA_EIF_PATHWAY	1.00	0.96	0.96	1.00	0.98
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	1.00	0.95	0.98	0.99	0.98
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.00	0.94	1.00	0.98	0.98
REACTOME_INFLUENZA_LIFE_CYCLE	0.99	1.00	0.94	1.00	0.9825
PID_IL8CXCR2_PATHWAY	0.94	0.99	1.00	1.00	0.9825
REACTOME_DEFENSINS	1.00	0.98	1.00	0.95	0.9825
BIOCARTA_AGPCR_PATHWAY	0.93	1.00	1.00	1.00	0.9825
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	1.00	0.95	0.98	1.00	0.9825
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	1.00	0.98	1.00	0.95	0.9825
PID_CD40_PATHWAY	0.97	0.99	1.00	0.97	0.9825
REACTOME_METABOLISM_OF_RNA	0.98	0.96	0.99	1.00	0.9825
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	0.97	1.00	1.00	0.96	0.9825
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1.00	0.97	1.00	0.96	0.9825
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.94	1.00	1.00	0.99	0.9825
REACTOME_BETA_DEFENSINS	1.00	1.00	1.00	0.93	0.9825
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.95	0.98	1.00	1.00	0.9825
PID_INTEGRIN2_PATHWAY	1.00	0.99	0.99	0.96	0.985
PID_IL1PATHWAY	0.99	1.00	1.00	0.95	0.985
BIOCARTA_DC_PATHWAY	1.00	0.97	0.99	0.98	0.985
BIOCARTA_TH1TH2_PATHWAY	1.00	0.97	0.98	0.99	0.985
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1.00	0.98	0.98	0.98	0.985
BIOCARTA_IL1R_PATHWAY	1.00	1.00	1.00	0.94	0.985
KEGG_VIRAL_MYOCARDITIS	0.99	1.00	0.99	0.96	0.985
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.96	1.00	0.99	0.99	0.985
BIOCARTA_BARRESTIN_SRC_PATHWAY	0.99	1.00	0.96	0.99	0.985
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	1.00	0.99	0.96	0.99	0.985
KEGG_RNA_POLYMERASE	0.95	1.00	1.00	1.00	0.9875
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	1.00	0.99	0.96	1.00	0.9875
SIG_CD40PATHWAYMAP	1.00	0.99	1.00	0.96	0.9875
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	1.00	0.98	0.97	1.00	0.9875
PID_EPHA_FWDPATHWAY	0.99	0.99	1.00	0.97	0.9875
PID_NFKAPPABATYPICALPATHWAY	1.00	0.97	0.98	1.00	0.9875
REACTOME_P38MAPK_EVENTS	1.00	0.95	1.00	1.00	0.9875
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	1.00	0.98	1.00	0.97	0.9875
REACTOME_INTERFERON_GAMMA_SIGNALING	1.00	0.98	1.00	0.97	0.9875
BIOCARTA_41BB_PATHWAY	1.00	0.97	0.98	1.00	0.9875
REACTOME_GPCR_LIGAND_BINDING	0.96	1.00	1.00	0.99	0.9875
BIOCARTA_ARENRF2_PATHWAY	1.00	0.97	0.98	1.00	0.9875
BIOCARTA_NO1_PATHWAY	1.00	0.99	1.00	0.97	0.99
REACTOME_SIGNALING_BY_NOTCH3	1.00	0.98	1.00	0.98	0.99
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.97	0.99	1.00	1.00	0.99
KEGG_PARKINSONS_DISEASE	0.98	0.99	0.99	1.00	0.99
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.99	0.99	1.00	0.98	0.99
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	1.00	0.98	0.98	1.00	0.99
REACTOME_COMPLEMENT_CASCADE	1.00	1.00	1.00	0.96	0.99
BIOCARTA_PLATELETAPP_PATHWAY	1.00	0.98	0.98	1.00	0.99
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	1.00	1.00	0.96	1.00	0.99
REACTOME_MRNA_CAPPING	1.00	0.99	0.97	1.00	0.99
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1.00	0.98	1.00	0.98	0.99
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	1.00	1.00	0.98	0.98	0.99
REACTOME_TRANSCRIPTION	0.99	0.99	0.98	1.00	0.99
KEGG_CITRATE_CYCLE_TCA_CYCLE	1.00	0.98	0.99	0.99	0.99
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.97	1.00	0.99	1.00	0.99
REACTOME_STEROID_HORMONES	0.97	1.00	1.00	0.99	0.99
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	1.00	0.96	1.00	1.00	0.99
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1.00	1.00	1.00	0.97	0.9925
PID_IL12_STAT4PATHWAY	1.00	1.00	1.00	0.97	0.9925
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	1.00	0.97	1.00	1.00	0.9925
BIOCARTA_CARM1_PATHWAY	0.97	1.00	1.00	1.00	0.9925
BIOCARTA_ARAP_PATHWAY	1.00	0.98	1.00	0.99	0.9925
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	1.00	0.97	1.00	1.00	0.9925
BIOCARTA_PYK2_PATHWAY	1.00	1.00	1.00	0.97	0.9925
REACTOME_HS_GAG_BIOSYNTHESIS	1.00	0.99	1.00	0.98	0.9925
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1.00	0.98	0.99	1.00	0.9925
ST_STAT3_PATHWAY	0.99	1.00	0.98	1.00	0.9925
BIOCARTA_NO2IL12_PATHWAY	1.00	1.00	0.98	1.00	0.995
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	1.00	0.98	1.00	1.00	0.995
BIOCARTA_BARR_MAPK_PATHWAY	1.00	1.00	0.98	1.00	0.995
REACTOME_SIGNALING_BY_NOTCH4	1.00	1.00	1.00	0.98	0.995
PID_INTEGRIN_A4B1_PATHWAY	1.00	0.99	0.99	1.00	0.995
BIOCARTA_CTLA4_PATHWAY	1.00	0.98	1.00	1.00	0.995
REACTOME_SIGNALING_BY_GPCR	0.99	0.99	1.00	1.00	0.995
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	0.99	1.00	0.99	1.00	0.995
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	1.00	0.98	1.00	1.00	0.995
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.00	1.00	0.99	0.99	0.995
BIOCARTA_CREB_PATHWAY	0.99	0.99	1.00	1.00	0.995
BIOCARTA_CYTOKINE_PATHWAY	1.00	0.98	1.00	1.00	0.995
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	1.00	0.99	0.99	1.00	0.995
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	1.00	0.98	1.00	1.00	0.995
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.00	1.00	1.00	0.98	0.995
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	1.00	1.00	0.99	1.00	0.9975
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	1.00	0.99	1.00	1.00	0.9975
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	1.00	0.99	1.00	1.00	0.9975
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	1.00	0.99	1.00	1.00	0.9975
BIOCARTA_VITCB_PATHWAY	1.00	1.00	0.99	1.00	0.9975
BIOCARTA_GPCR_PATHWAY	1.00	1.00	0.99	1.00	0.9975
KEGG_LINOLEIC_ACID_METABOLISM	1.00	0.99	1.00	1.00	0.9975
REACTOME_TRANSLATION	0.99	1.00	1.00	1.00	0.9975
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.99	1.00	1.00	1.00	0.9975
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	1.00	0.99	1.00	1.00	0.9975
KEGG_OXIDATIVE_PHOSPHORYLATION	1.00	0.99	1.00	1.00	0.9975
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	1.00	1.00	1.00	0.99	0.9975
BIOCARTA_PROTEASOME_PATHWAY	1.00	0.99	1.00	1.00	0.9975
REACTOME_GPCR_DOWNSTREAM_SIGNALING	1.00	0.99	1.00	1.00	0.9975
BIOCARTA_INFLAM_PATHWAY	1.00	1.00	1.00	0.99	0.9975
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	1.00	0.99	1.00	1.00	0.9975
KEGG_TASTE_TRANSDUCTION	0.99	1.00	1.00	1.00	0.9975
REACTOME_DOWNSTREAM_TCR_SIGNALING	1.00	1.00	1.00	1.00	1.0
KEGG_GRAFT_VERSUS_HOST_DISEASE	1.00	1.00	1.00	1.00	1.0
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	1.00	1.00	1.00	1.00	1.0
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1.00	1.00	1.00	1.00	1.0
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	1.00	1.00	1.00	1.00	1.0
KEGG_ASTHMA	1.00	1.00	1.00	1.00	1.0
SA_MMP_CYTOKINE_CONNECTION	1.00	1.00	1.00	1.00	1.0
REACTOME_GABA_A_RECEPTOR_ACTIVATION	1.00	1.00	1.00	1.00	1.0
BIOCARTA_TCYTOTOXIC_PATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_PD1_SIGNALING	1.00	1.00	1.00	1.00	1.0
REACTOME_SEROTONIN_RECEPTORS	1.00	1.00	1.00	1.00	1.0
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	1.00	1.00	1.00	1.00	1.0
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	1.00	1.00	1.00	1.00	1.0
BIOCARTA_CELL2CELL_PATHWAY	1.00	1.00	1.00	1.00	1.0
BIOCARTA_CTL_PATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_RNA_POL_I_PROMOTER_OPENING	1.00	1.00	1.00	1.00	1.0
BIOCARTA_NKT_PATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_OLFACTORY_SIGNALING_PATHWAY	1.00	1.00	1.00	1.00	1.0
BIOCARTA_ASBCELL_PATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_PEPTIDE_CHAIN_ELONGATION	1.00	1.00	1.00	1.00	1.0
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.00	1.00	1.00	1.00	1.0
BIOCARTA_THELPER_PATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_DSCAM_INTERACTIONS	1.00	1.00	1.00	1.00	1.0
BIOCARTA_RAB_PATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	1.00	1.00	1.00	1.00	1.0
BIOCARTA_UCALPAIN_PATHWAY	1.00	1.00	1.00	1.00	1.0
KEGG_TYPE_I_DIABETES_MELLITUS	1.00	1.00	1.00	1.00	1.0
REACTOME_NOD1_2_SIGNALING_PATHWAY	1.00	1.00	1.00	1.00	1.0
PID_CD8TCRDOWNSTREAMPATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	1.00	1.00	1.00	1.00	1.0
KEGG_OLFACTORY_TRANSDUCTION	1.00	1.00	1.00	1.00	1.0
BIOCARTA_TCRA_PATHWAY	1.00	1.00	1.00	1.00	1.0
KEGG_RIBOSOME	1.00	1.00	1.00	1.00	1.0
KEGG_AUTOIMMUNE_THYROID_DISEASE	1.00	1.00	1.00	1.00	1.0
PID_TCRJNKPATHWAY	1.00	1.00	1.00	1.00	1.0
BIOCARTA_RELA_PATHWAY	1.00	1.00	1.00	1.00	1.0
KEGG_PRIMARY_IMMUNODEFICIENCY	1.00	1.00	1.00	1.00	1.0
KEGG_ALLOGRAFT_REJECTION	1.00	1.00	1.00	1.00	1.0
BIOCARTA_AHSP_PATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	1.00	1.00	1.00	1.00	1.0
BIOCARTA_NKCELLS_PATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	1.00	1.00	1.00	1.00	1.0
REACTOME_XENOBIOTICS	1.00	1.00	1.00	1.00	1.0
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1.00	1.00	1.00	1.00	1.0
BIOCARTA_CSK_PATHWAY	1.00	1.00	1.00	1.00	1.0
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	1.00	1.00	1.00	1.00	1.0
