Gene Set	BLCA	BRCA	COAD	GBM	HNSC	KIRC	LAML	LUAD	LUSC	OV	READ	UCEC	Average AUC
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.95758639	0.99348578	0.98840360	0.99470462	0.99105923	0.99338061	0.99494949	0.98251529	0.97442608	0.99207801	0.97902838	0.98668229	0.9856916475
KEGG_GNRH_SIGNALING_PATHWAY	0.95917597	0.99416381	0.98879892	0.99494949	0.98935033	0.99486353	0.99494949	0.98518993	0.96818182	0.99315941	0.97321789	0.99161447	0.985634588333
REACTOME_CIRCADIAN_CLOCK	0.96847422	0.98961410	0.98645565	0.99422748	0.99071369	0.99411133	0.99494949	0.98038128	0.96969697	0.99295541	0.97640212	0.98914107	0.9855935675
PID_CXCR4_PATHWAY	0.96201489	0.99390528	0.98636432	0.99403122	0.98934592	0.99406834	0.99494949	0.98484848	0.96423324	0.99400080	0.97730640	0.99157975	0.985554010833
REACTOME_S_PHASE	0.95402446	0.99241678	0.98761297	0.99428870	0.99195121	0.99202665	0.99494949	0.97841798	0.97401286	0.99479773	0.97821068	0.99388320	0.9855493925
ST_FAS_SIGNALING_PATHWAY	0.96651249	0.99244171	0.98772202	0.99447055	0.98877463	0.99383194	0.99494949	0.98069427	0.96919192	0.99377140	0.97444925	0.98976742	0.985548090833
KEGG_APOPTOSIS	0.96038809	0.99393223	0.98880574	0.99434451	0.98672959	0.99449817	0.99494949	0.98772229	0.96662075	0.99464738	0.97314093	0.99078072	0.9855466575
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.96341839	0.99370938	0.98514974	0.99441294	0.98940534	0.99469160	0.99494949	0.98248684	0.97011019	0.99415186	0.97405483	0.98987158	0.985534348333
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.95718235	0.99419912	0.98684551	0.99494949	0.99138102	0.99447668	0.99494949	0.98533220	0.96694076	0.99354975	0.97457431	0.99197584	0.98552971
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.95610845	0.99265120	0.98724628	0.99489008	0.98705636	0.99479905	0.99494949	0.98447859	0.97300275	0.99381163	0.97573834	0.99139884	0.985510921667
KEGG_SMALL_CELL_LUNG_CANCER	0.96189261	0.99342516	0.98527515	0.99297431	0.98901419	0.99398238	0.99494949	0.98786456	0.96767677	0.99336058	0.97582492	0.98972493	0.9854970875
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	0.96794790	0.99154404	0.98615848	0.99348026	0.98709058	0.99288631	0.99489177	0.97434913	0.96932966	0.99456903	0.97886484	0.99476767	0.9854899725
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.95553429	0.99265157	0.98741395	0.99433911	0.98929569	0.99400387	0.99494949	0.97341016	0.97603306	0.99483726	0.98056758	0.99227280	0.9854424025
PID_RAC1_PATHWAY	0.96337586	0.99054955	0.98877575	0.99494949	0.98900756	0.99301526	0.99494949	0.97816190	0.96845730	0.99358434	0.97710438	0.99273787	0.9853890625
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.96234450	0.98964031	0.98634387	0.99369632	0.98849754	0.99387492	0.99483066	0.97685304	0.97341598	0.99483514	0.97881674	0.99127000	0.985368251667
KEGG_PARKINSONS_DISEASE	0.95528974	0.99232084	0.98721357	0.99452097	0.99015124	0.99368150	0.99483066	0.97665386	0.97355372	0.99453021	0.97947090	0.99163137	0.985320715
REACTOME_SIGNALING_BY_ILS	0.96204678	0.99390438	0.98671874	0.99421488	0.98750842	0.99428326	0.99483066	0.98612889	0.96827365	0.99357799	0.97044733	0.99172731	0.985305190833
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.95358852	0.99251495	0.98693684	0.99433731	0.99117900	0.99256394	0.99494949	0.97278418	0.97561983	0.99468479	0.98033685	0.99410021	0.985299659167
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.96406699	0.99322755	0.98575226	0.99440933	0.98878402	0.99443370	0.99494949	0.98154787	0.96657484	0.99101215	0.97770082	0.99083691	0.985274660833
PID_SMAD2_3NUCLEARPATHWAY	0.96068049	0.99359680	0.98787742	0.99452817	0.98847657	0.99449817	0.99494949	0.98038128	0.96450872	0.99400575	0.97722944	0.99230021	0.985252709167
REACTOME_MITOTIC_PROMETAPHASE	0.95721956	0.99342449	0.98788288	0.99433911	0.99191698	0.99163980	0.99489177	0.98086499	0.96198347	0.99453374	0.98078884	0.99337290	0.985238210833
KEGG_PYRIMIDINE_METABOLISM	0.95448166	0.99314251	0.98720811	0.99471182	0.98975548	0.99194068	0.99494949	0.98607199	0.96730946	0.99343046	0.97559404	0.99424960	0.985237108333
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.95715577	0.99350049	0.98911108	0.99488828	0.98918695	0.99447668	0.99494949	0.98954332	0.96606979	0.99343258	0.97050505	0.98969706	0.985209711667
REACTOME_OPIOID_SIGNALLING	0.96291866	0.99379449	0.98659742	0.99494949	0.99045317	0.99456265	0.99494949	0.98376725	0.95697888	0.99096556	0.98086580	0.99152584	0.985194058333
REACTOME_MITOTIC_G2_G2_M_PHASES	0.95917597	0.99158451	0.98649654	0.99488828	0.99082906	0.99194068	0.99494949	0.98399488	0.96579431	0.99411727	0.97696970	0.99137782	0.9851765425
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.96360978	0.99070931	0.98698319	0.99360269	0.99088536	0.99359553	0.99494949	0.97369469	0.97493113	0.99305494	0.97707552	0.98881762	0.985159104167
PID_ERA_GENOMIC_PATHWAY	0.96766082	0.99214869	0.98648837	0.99343164	0.98852790	0.99116699	0.99494949	0.98069427	0.96202938	0.99453091	0.97938432	0.99087254	0.98515711
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.97135566	0.99358799	0.98774247	0.99482706	0.98987084	0.99333763	0.99494949	0.98154787	0.96235078	0.99200601	0.97317941	0.98690752	0.985138560833
PID_MYC_REPRESSPATHWAY	0.96260500	0.99403981	0.98787334	0.99445975	0.99034167	0.99065119	0.99494949	0.97855019	0.96496786	0.99312200	0.97609428	0.99370366	0.985113186667
REACTOME_SIGNALING_BY_SCF_KIT	0.96063796	0.99353513	0.98577932	0.99470462	0.98778054	0.99368150	0.99494949	0.98504766	0.96372819	0.99369446	0.97837422	0.98846858	0.985031805833
KEGG_ERBB_SIGNALING_PATHWAY	0.96641680	0.99344995	0.98772748	0.99476584	0.98662306	0.99443370	0.99494949	0.98242993	0.96331497	0.99373257	0.97703704	0.98532133	0.985016846667
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.96207337	0.99305598	0.98543737	0.99470462	0.98961638	0.99428326	0.99494949	0.98371034	0.96293119	0.99328576	0.97713324	0.98880620	0.984998933333
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.96609250	0.99055037	0.98526152	0.99452997	0.99025059	0.99406834	0.99494949	0.97565799	0.96813590	0.99369799	0.97667148	0.98954036	0.984950541667
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.95714514	0.99328988	0.98725582	0.99349826	0.98855274	0.99301526	0.99494949	0.98075117	0.97015611	0.99400504	0.97851852	0.98826437	0.98495015
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.96694843	0.99305748	0.98794422	0.99340283	0.98505106	0.99318719	0.99494949	0.98561673	0.96248852	0.99339164	0.97456469	0.98877970	0.984948498333
REACTOME_SYNTHESIS_OF_DNA	0.95381712	0.99204738	0.98655516	0.99427609	0.99168571	0.99146787	0.99494949	0.97386541	0.97405877	0.99476032	0.97710438	0.99349031	0.984839834167
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.96007974	0.99302022	0.98533922	0.99489008	0.98928299	0.99361702	0.99489177	0.98538910	0.96395776	0.99335282	0.97506494	0.98892681	0.984817705833
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.96236576	0.99417486	0.98721084	0.99483066	0.98877960	0.99462712	0.99494949	0.98251529	0.95661157	0.99312552	0.97837422	0.99017127	0.98481135
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.95676236	0.99386638	0.98697910	0.99458759	0.98884528	0.99462712	0.99494949	0.98595817	0.95922865	0.99426480	0.97626744	0.99108589	0.984785189167
KEGG_LONG_TERM_POTENTIATION	0.96665072	0.99306875	0.98864488	0.99482886	0.98684219	0.99387492	0.99494949	0.98635652	0.95762167	0.99293353	0.97458393	0.98698381	0.9847782725
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.97105795	0.99203872	0.98653471	0.99470462	0.98542308	0.99402536	0.99494949	0.98188932	0.96455464	0.98985240	0.97350649	0.98873219	0.984772414167
PID_LYSOPHOSPHOLIPID_PATHWAY	0.96388091	0.99159869	0.98789787	0.99489008	0.98921124	0.99366000	0.99494949	0.98351117	0.95968779	0.99449774	0.97300625	0.98935671	0.984678995
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.95619351	0.99135800	0.98704317	0.99307514	0.99095159	0.99288631	0.99494949	0.97392232	0.97144169	0.99445609	0.97669072	0.99285620	0.984652019167
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.96224349	0.99140130	0.98630298	0.99494949	0.98754982	0.99445519	0.99494949	0.98265756	0.96598399	0.99400080	0.97132275	0.98993006	0.984645576667
REACTOME_CELL_JUNCTION_ORGANIZATION	0.95334928	0.99323113	0.98782154	0.99465061	0.98804659	0.99443370	0.99489008	0.98499075	0.97125803	0.99287565	0.97204425	0.98766955	0.984605096667
REACTOME_PEPTIDE_CHAIN_ELONGATION	0.95675704	0.98899162	0.98654971	0.99417346	0.99367942	0.98925424	0.99377472	0.96746337	0.98347107	0.99491138	0.97182299	0.99406960	0.984576551667
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.94923977	0.99394268	0.98853992	0.99494949	0.98847771	0.99363851	0.99494949	0.98755157	0.96822773	0.99304717	0.97238095	0.98985833	0.984566943333
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.95215311	0.99205984	0.98924604	0.99476584	0.99058067	0.99385343	0.99494949	0.98299900	0.95955005	0.99449421	0.97714286	0.99297178	0.98456386
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.95643275	0.98897810	0.98649109	0.99464340	0.99065684	0.99413282	0.99494949	0.98063736	0.96579431	0.99253189	0.97736412	0.99207224	0.984557034167
PID_LKB1_PATHWAY	0.95888889	0.99282560	0.98571682	0.99494949	0.98914114	0.99389641	0.99494949	0.98365344	0.95899908	0.99388292	0.97745070	0.99033026	0.98455702
ST_INTEGRIN_SIGNALING_PATHWAY	0.96415736	0.99303224	0.98782562	0.99482706	0.98907671	0.99396089	0.99494949	0.97961303	0.96308540	0.99293706	0.97561328	0.98558356	0.984555141667
KEGG_RIBOSOME	0.95366826	0.98909024	0.98713587	0.99392679	0.99298449	0.98957662	0.99377302	0.96865842	0.98259871	0.99491138	0.97409331	0.99419066	0.9845506475
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.95583732	0.99121503	0.98717812	0.99488828	0.99056080	0.99073716	0.99494949	0.98151942	0.96588613	0.99403892	0.97683502	0.99092234	0.984547335833
KEGG_P53_SIGNALING_PATHWAY	0.96721956	0.99191738	0.98709088	0.99294370	0.98904454	0.99260692	0.99494949	0.98402333	0.96042241	0.99385257	0.97365079	0.98661468	0.984528020833
REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.95038278	0.99313109	0.98673101	0.99464340	0.98843352	0.99419729	0.99483405	0.98069427	0.96717172	0.99437845	0.97667148	0.99285483	0.984510324167
KEGG_PANCREATIC_CANCER	0.96266348	0.99305591	0.98659606	0.99417346	0.98870784	0.99430475	0.99494949	0.98800683	0.96003515	0.99187260	0.97563252	0.98392656	0.984493720833
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.96115364	0.99330280	0.98599490	0.99356848	0.98626704	0.99434773	0.99494949	0.98402333	0.96450872	0.99423092	0.97162097	0.98960752	0.984464628333
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.95855928	0.99245657	0.98898976	0.99494949	0.98885136	0.99430475	0.99494949	0.97520273	0.96212121	0.99395916	0.97720058	0.99197310	0.98445979
PID_P53REGULATIONPATHWAY	0.96486443	0.99195316	0.98655789	0.99446155	0.98978473	0.99381044	0.99494949	0.97634087	0.95955005	0.99385328	0.97804714	0.98921188	0.9844487425
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	0.96131845	0.99250330	0.98677736	0.99439853	0.98755589	0.99267139	0.99494949	0.98231612	0.96023875	0.99411092	0.97780664	0.98860884	0.984437973333
KEGG_COLORECTAL_CANCER	0.96728336	0.99303112	0.98771112	0.99346045	0.98451071	0.99428326	0.99494949	0.98316973	0.95960106	0.99353917	0.97478595	0.98686640	0.984432651667
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.96631047	0.99284553	0.98544419	0.99464881	0.98796931	0.99432624	0.99494949	0.98305591	0.95330579	0.99392810	0.97519962	0.99091092	0.984407865
REACTOME_SIGNALING_BY_WNT	0.94877193	0.99125005	0.98640249	0.99445975	0.99138820	0.99340211	0.99494949	0.97537345	0.97254362	0.99456903	0.97673882	0.99300833	0.9844047725
PID_BETACATENIN_NUC_PATHWAY	0.95093036	0.99179071	0.98889434	0.99470462	0.99094000	0.99312272	0.99494949	0.98427941	0.96409550	0.99263494	0.97323713	0.99265198	0.9843526
KEGG_ACUTE_MYELOID_LEUKEMIA	0.96253589	0.99152209	0.98814869	0.99282666	0.98768118	0.99292929	0.99494949	0.98257220	0.96354454	0.99365634	0.97544012	0.98633189	0.984344865
KEGG_RNA_DEGRADATION	0.95828283	0.99262417	0.98268788	0.99387818	0.98417398	0.99348807	0.99471522	0.98368189	0.96556474	0.99453021	0.97746994	0.99048193	0.984298253333
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.96082935	0.99323882	0.98741395	0.99364050	0.98703759	0.99434773	0.99494949	0.98265756	0.96161616	0.99313258	0.97302549	0.98951478	0.984283666667
PID_RB_1PATHWAY	0.96066986	0.99180026	0.98858490	0.99415726	0.98629078	0.99434773	0.99494949	0.98251529	0.95674931	0.99275071	0.97824916	0.99019823	0.984271915
KEGG_PPAR_SIGNALING_PATHWAY	0.96056353	0.99220953	0.98503796	0.99476584	0.98735442	0.99398238	0.99489008	0.97944231	0.95720845	0.99293282	0.97945166	0.99294620	0.984232098333
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.95654971	0.99275228	0.98731308	0.99423648	0.98989071	0.99303675	0.99483066	0.98200313	0.96010101	0.99285729	0.97450697	0.99254691	0.984218748333
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.95306220	0.99397844	0.98731580	0.99482706	0.99021692	0.99406834	0.99494949	0.98413715	0.96060606	0.99312764	0.97416065	0.98976376	0.984184459167
PID_RHOA_REG_PATHWAY	0.96700159	0.99155838	0.98680598	0.99482706	0.98563945	0.99342360	0.99494949	0.97443449	0.96313131	0.99254248	0.97480519	0.99091412	0.984169428333
PID_AR_TF_PATHWAY	0.95923977	0.99031953	0.98907837	0.99427609	0.98834906	0.99415431	0.99494949	0.97622706	0.95982553	0.99306200	0.98111592	0.98929777	0.984157908333
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.94969697	0.98908703	0.98698864	0.99415366	0.99074516	0.99191919	0.99494949	0.96854460	0.97626263	0.99449350	0.97921116	0.99376762	0.9841516375
REACTOME_GPCR_LIGAND_BINDING	0.95299309	0.99368235	0.98790060	0.99488828	0.99041563	0.99449817	0.99494949	0.98166169	0.96258035	0.99221495	0.97130351	0.99249071	0.984131568333
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.94665603	0.99214600	0.98925422	0.99494949	0.99108241	0.99426177	0.99494949	0.98095035	0.96092746	0.99419068	0.97671958	0.99346716	0.984129553333
REACTOME_CHROMOSOME_MAINTENANCE	0.95205742	0.99230957	0.98383702	0.99372513	0.99078435	0.99058672	0.99494949	0.98055200	0.96455464	0.99457044	0.97707552	0.99446112	0.984121951667
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.95421053	0.99077755	0.98814324	0.99422028	0.99035436	0.99245648	0.99494949	0.98103571	0.96758494	0.99335776	0.97403559	0.98783265	0.984079881667
KEGG_RENAL_CELL_CARCINOMA	0.95995215	0.99290645	0.98746575	0.99415726	0.98728377	0.99464861	0.99494949	0.98362498	0.96198347	0.99266600	0.97641174	0.98281321	0.984071906667
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.95175439	0.99115389	0.98349078	0.99488828	0.98964784	0.99482055	0.99494949	0.98464931	0.96648301	0.99346575	0.97205387	0.99140341	0.984063380833
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.94125997	0.98965330	0.98787606	0.99488828	0.99101341	0.99320868	0.99494949	0.98035282	0.96772268	0.99430503	0.97951900	0.99328016	0.984002406667
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.95590112	0.99063801	0.98696683	0.99464520	0.99150246	0.98998496	0.99494949	0.97932850	0.96404959	0.99358293	0.97653680	0.98976787	0.983987813333
KEGG_PROSTATE_CANCER	0.95661882	0.99365876	0.98824411	0.99367652	0.98735442	0.99363851	0.99494949	0.98587281	0.95468320	0.99335705	0.97599808	0.98911092	0.983930224167
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.95028708	0.99376955	0.98851675	0.99494949	0.98831374	0.99451966	0.99494949	0.98522240	0.95913682	0.99351305	0.97307359	0.99042300	0.983889551667
PID_HES_HEYPATHWAY	0.96859117	0.98918169	0.98847721	0.99452277	0.98649666	0.99022136	0.99494949	0.97921468	0.96065197	0.99107144	0.97224627	0.99029462	0.983826610833
PID_CMYB_PATHWAY	0.94956938	0.99330175	0.98571682	0.99488828	0.98881217	0.99183323	0.99494949	0.98006829	0.96028466	0.99411727	0.97919192	0.99312254	0.983821316667
PID_DELTANP63PATHWAY	0.95721425	0.99322747	0.98430049	0.99427609	0.98944693	0.99189770	0.99494949	0.97827571	0.96799816	0.99335423	0.97159211	0.98924843	0.983815088333
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.95837321	0.99290802	0.98710315	0.99373773	0.98562786	0.99411133	0.99494949	0.98197468	0.95904500	0.99287000	0.97469937	0.99032249	0.983810194167
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.95621478	0.99296901	0.98594992	0.99308054	0.98812717	0.99408983	0.99494949	0.98405179	0.96400367	0.99354199	0.97016835	0.98816935	0.983776324167
PID_CERAMIDE_PATHWAY	0.96239234	0.99190060	0.98640385	0.99440753	0.98614561	0.99421878	0.99494949	0.97981221	0.95693297	0.99404033	0.97536316	0.98874041	0.983775606667
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.94281765	0.99147043	0.98645565	0.99409244	0.99101120	0.99198367	0.99494949	0.96996728	0.97607897	0.99438197	0.97819144	0.99382655	0.983768895
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.95434875	0.99270450	0.98500996	0.99459119	0.98516642	0.99378895	0.99494949	0.98114952	0.96643710	0.99357728	0.97197691	0.99057879	0.983689905
REACTOME_REGULATION_OF_APOPTOSIS	0.94903243	0.99015342	0.98620074	0.99372513	0.98939284	0.99090909	0.99471182	0.96991037	0.97676768	0.99441797	0.97674844	0.99221980	0.9836824775
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.94968634	0.98668630	0.98646792	0.99403122	0.99154993	0.99277885	0.99489008	0.96840233	0.97318641	0.99468409	0.97790284	0.99358488	0.983654265833
PID_FOXOPATHWAY	0.95506114	0.99063861	0.98725037	0.99176615	0.98921786	0.99179024	0.99494949	0.97728818	0.96225895	0.99077568	0.98025974	0.99251401	0.983647535
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.96240298	0.98814247	0.98597036	0.99433911	0.99105757	0.99353106	0.99494949	0.97190212	0.96129477	0.99066768	0.97909572	0.99026173	0.983634588333
PID_HEDGEHOG_GLIPATHWAY	0.95425306	0.99235631	0.98675282	0.99482886	0.98944969	0.99376746	0.99494949	0.98271447	0.95220386	0.99290529	0.97908610	0.99015985	0.983618938333
REACTOME_SEMAPHORIN_INTERACTIONS	0.95284423	0.99213525	0.98792650	0.99476764	0.98850969	0.99391790	0.99494949	0.97989757	0.96271809	0.99228836	0.97722944	0.98606828	0.98360437
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.95626794	0.98785102	0.98692730	0.99494949	0.99042557	0.99426177	0.99494949	0.97580026	0.96322314	0.99038604	0.97523810	0.99292472	0.983600403333
KEGG_VEGF_SIGNALING_PATHWAY	0.95521531	0.99391647	0.98562685	0.99464520	0.98804824	0.99243499	0.99494949	0.98388106	0.96730946	0.99308388	0.96609909	0.98792858	0.983594885
REACTOME_M_G1_TRANSITION	0.95383838	0.98972526	0.98582042	0.99415366	0.99055142	0.99191919	0.99494949	0.96877223	0.97084481	0.99438268	0.97520924	0.99294528	0.983592671667
BIOCARTA_HIVNEF_PATHWAY	0.93972887	0.99046571	0.98832181	0.99465241	0.98899211	0.99357404	0.99494949	0.98129179	0.96593205	0.99426621	0.97862434	0.99113706	0.9834946575
KEGG_PEROXISOME	0.95241361	0.99268711	0.98480350	0.99470642	0.98862836	0.99432624	0.99494949	0.97773510	0.95702479	0.99370434	0.97912458	0.99170858	0.983484343333
PID_ENDOTHELINPATHWAY	0.96269006	0.99078486	0.98801510	0.99342264	0.98878181	0.99252095	0.99494949	0.97747902	0.96122891	0.99225307	0.97465127	0.98484711	0.983468690833
PID_KITPATHWAY	0.95636364	0.99196837	0.98720130	0.99384757	0.98594304	0.99301526	0.99494949	0.98254375	0.96175390	0.99094721	0.97474747	0.98834249	0.983468624167
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.95954811	0.99391603	0.98656198	0.99416806	0.98692333	0.99458414	0.99489177	0.98504766	0.94986226	0.99316364	0.97258297	0.99024711	0.983458088333
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.95073365	0.98869053	0.98683052	0.99280686	0.99095270	0.99204814	0.99494949	0.96530090	0.97410468	0.99453162	0.97664262	0.99291741	0.98337576
PID_AR_PATHWAY	0.93790005	0.99076560	0.98810644	0.99464340	0.98742065	0.99007092	0.99494949	0.98456395	0.96896235	0.99434386	0.97668110	0.99147879	0.983323883333
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.95027645	0.99219863	0.98619392	0.99476764	0.98704366	0.99458414	0.99494949	0.98422251	0.96359045	0.99277753	0.97040885	0.98863534	0.983304050833
KEGG_MTOR_SIGNALING_PATHWAY	0.95353004	0.99193920	0.98687141	0.99080286	0.99061986	0.99385343	0.99494949	0.98309270	0.95711662	0.99347705	0.97325637	0.98986792	0.9832814125
PID_BCR_5PATHWAY	0.95808081	0.99262619	0.98519609	0.99313816	0.98628250	0.99413282	0.99494949	0.97841798	0.96046832	0.99350881	0.97582492	0.98673757	0.983280305
KEGG_LONG_TERM_DEPRESSION	0.95482722	0.99235496	0.98721220	0.99452277	0.98542143	0.99398238	0.99494949	0.98410869	0.96359045	0.99114132	0.97155363	0.98560366	0.98327235
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	0.95176502	0.98890569	0.98668466	0.99232071	0.98739361	0.99222007	0.99411765	0.96660976	0.97102847	0.99491138	0.98045214	0.99215036	0.983213293333
REACTOME_PI3K_CASCADE	0.95697501	0.99213764	0.98689186	0.99399881	0.98952586	0.99297228	0.99477124	0.97824726	0.95661157	0.99131285	0.97238095	0.99260676	0.983202674167
REACTOME_BIOLOGICAL_OXIDATIONS	0.94924508	0.99348825	0.98313090	0.99445975	0.98880002	0.99374597	0.99494949	0.98146251	0.95886134	0.99373610	0.97549784	0.99067792	0.983171264167
REACTOME_GLUCOSE_METABOLISM	0.95686337	0.99079464	0.98505296	0.99482886	0.98679307	0.99264990	0.99494949	0.98695405	0.94614325	0.99298153	0.97901876	0.99023935	0.983105769167
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.95989899	0.99043151	0.98625254	0.99344785	0.98667108	0.99419729	0.99494949	0.97716603	0.96368228	0.99373469	0.97045695	0.98624874	0.983094786667
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.95415736	0.99276169	0.98469581	0.99489008	0.98658663	0.99413282	0.99494949	0.98174705	0.95257117	0.99203143	0.97654642	0.99169259	0.983063545
