Gene Set	AUC
REACTOME_P38MAPK_EVENTS	0.94545455
BIOCARTA_RANMS_PATHWAY	0.94545455
MODULE_415	0.94545455
MODULE_530	0.94545455
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.94545455
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.94545455
REACTOME_ANDROGEN_BIOSYNTHESIS	0.94545455
KEGG_PROPANOATE_METABOLISM	0.94545455
GNF2_RAP1B	0.94545455
REACTOME_P2Y_RECEPTORS	0.94545455
BIOCARTA_EIF_PATHWAY	0.94545455
BIOCARTA_TGFB_PATHWAY	0.94545455
MODULE_184	0.94545455
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.94545455
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.94545455
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.94545455
BIOCARTA_SODD_PATHWAY	0.94545455
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.94545455
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.94545455
MODULE_221	0.94545455
BIOCARTA_TCYTOTOXIC_PATHWAY	0.8959596
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	0.8959596
BIOCARTA_TOB1_PATHWAY	0.8959596
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.8959596
MODULE_514	0.8959596
BIOCARTA_CERAMIDE_PATHWAY	0.8959596
MODULE_400	0.8959596
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.8959596
BIOCARTA_CTL_PATHWAY	0.8959596
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.8959596
BIOCARTA_CCR3_PATHWAY	0.8959596
MODULE_25	0.8959596
BIOCARTA_EPO_PATHWAY	0.8959596
BIOCARTA_THELPER_PATHWAY	0.8959596
MODULE_575	0.8959596
REACTOME_DSCAM_INTERACTIONS	0.8959596
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.8959596
BIOCARTA_MONOCYTE_PATHWAY	0.8959596
KEGG_PHENYLALANINE_METABOLISM	0.8959596
REACTOME_ACTIVATION_OF_RAC	0.8959596
BIOCARTA_MAL_PATHWAY	0.8959596
MODULE_50	0.8959596
BIOCARTA_IL2_PATHWAY	0.8959596
BIOCARTA_EXTRINSIC_PATHWAY	0.8959596
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	0.8959596
BIOCARTA_KREB_PATHWAY	0.84646465
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	0.84646465
REACTOME_AMINE_DERIVED_HORMONES	0.7969697
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	0.7969697
ST_PAC1_RECEPTOR_PATHWAY	0.74747475
MODULE_401	0.74747475
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.74747475
MODULE_382	0.74747475
BIOCARTA_CELL2CELL_PATHWAY	0.6979798
BIOCARTA_TCRA_PATHWAY	0.6979798
REACTOME_IL_7_SIGNALING	0.6979798
BIOCARTA_FEEDER_PATHWAY	0.6979798
BIOCARTA_LECTIN_PATHWAY	0.64848485
MODULE_132	0.64848485
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.59948985
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.5989899
MODULE_58	0.5989899
MODULE_130	0.5989899
REACTOME_PECAM1_INTERACTIONS	0.5989899
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	0.5989899
GNF2_IGFBP1	0.4010101
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	0.35151515
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION	0.35151515
MODULE_143	0.35151515
MODULE_293	0.3265177
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.3020202
BIOCARTA_CLASSIC_PATHWAY	0.2520253
REACTOME_GLUCURONIDATION	0.2030303
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.2030303
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.2030303
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.2030303
MODULE_101	0.15353535
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING	0.15353535
REACTOME_GABA_A_RECEPTOR_ACTIVATION	0.1040404
BIOCARTA_COMP_PATHWAY	0.1040404
